Activist,Investor ID,Investor Type,Investor Sub Type,Activist HQ,Focused,Activist Founded,Company,PID,Symbol,Date Invested,Demand Date,Demand Year,Current Holding (%),Demand Group,Demand,Response Date,Response,Seats Proposed (Gain Board Representation Only),Seats Gained (Gain Board Representation Only),Seats Gained Method  (Gain Board Representation Only),Outcome,Company HQ,Company Region,Exchange,Sector,Industry,Mkt Cap ($mn),Mkt Cap Category,Status,Exit Date,Exit Type,Price Per Share,Purchase Value (Mn),Currency,Buyer
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Marathon Petroleum Corporation,318,MPC,15-Mar-16,4-Mar-20,2020,,Governance,Adopt Majority Vote Standard,4-May-20,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"39,041",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Capital One Financial Corporation,163,COF,3-Mar-14,4-Mar-20,2020,,Governance,Board Independence,30-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"61,081",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Bank Of New York Mellon Corporation (The),185,BK,,3-Mar-20,2020,0,Social,Diversity and Equality,15-Apr-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Asset Management,"47,807",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Genuine Parts Company,493,GPC,,3-Mar-20,2020,,Social,Diversity and Equality,27-Apr-20,N/A,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Consumer Cyclical,Specialty Retail,"19,134",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Bank Of New York Mellon Corporation (The),185,BK,11-Mar-16,3-Mar-20,2020,0,Governance,Amend Company Policy,16-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Asset Management,"47,807",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,L3Harris Technologies Inc,792,LHX,2-Mar-20,2-Mar-20,2020,,Governance,Amend Company Policy,29-Apr-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Communication Equipment,"40,644",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,OGE Energy Corporation,724,OGE,,2-Mar-20,2020,0,Governance,Amend Company Policy,26-May-20,AGM Result,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"8,896",Mid-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,Johnson & Johnson,5,JNJ,2-Mar-20,2-Mar-20,2020,0,Governance,Separate Chairman & CEO,23-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"440,197",Large-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,Johnson & Johnson,5,JNJ,2-Mar-20,2-Mar-20,2020,0,Governance,Board Independence,23-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"440,197",Large-Cap,Current,,,,,,
Alan M. Ramo 1989 Trust,10545,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,Fastenal Company,427,FAST,,28-Feb-20,2020,,Social,Diversity and Equality,25-Apr-20,N/A,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Industrials,Industrial Distribution,"35,424",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Adobe Inc.,248,ADBE,,28-Feb-20,2020,0,Social,Diversity and Equality,9-Apr-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Software - Application,"265,268",Large-Cap,Current,,,,,,
"The Carlson School Growth Fund, LLC",9188,Investment Firm,Other Asset Management,US,Occasional,1998,Calavo Growers Inc.,3018,CVGW,28-Feb-20,28-Feb-20,2020,,Governance,Board Independence,27-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Farm Products,761,Small-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,HP Inc,160,HPQ,,27-Feb-20,2020,,Governance,Amend Company Policy,14-May-20,AGM Result,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Computer Systems,"40,082",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,AMN Healthcare Services Inc,2639,AMN,,26-Feb-20,2020,,Governance,Amend Company Policy,27-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Care,"5,669",Mid-Cap,Current,,,,,,
Canyon Capital Advisors,5529,Investment Firm,Hedge Fund,US,Occasional,1990,Berry Global Group Inc,15418,BERY,15-Nov-12,23-Feb-20,2020,1.81,Environmental,Sustainability,23-Feb-21,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Packaging & Containers,"9,458",Mid-Cap,Current,,,,,,
"Daughters of Charity, Inc.",9177,Rights/ Cause/ ESG,Religious,US,Engagement,,Eli Lilly and Company,106,LLY,19-Mar-18,20-Feb-20,2020,,Governance,Board Independence,5-May-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"253,382",Large-Cap,Current,,,,,,
The National Center for Public Policy Research,7934,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,1982,Eli Lilly and Company,106,LLY,21-Mar-16,20-Feb-20,2020,,Governance,Disclose Information,5-May-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"253,382",Large-Cap,Current,,,,,,
The Capital Corps LLC,9152,Investment Firm,Other Asset Management,US,Occasional,2017,Broadway Financial Corporation,5511,BYFC,9-Jan-20,19-Feb-20,2020,,Governance,Amend Company Policy,23-Jun-20,Activist Exits Stock,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Financial Services,Savings & Cooperative Banks,178,Micro-Cap,Exited,23-Jun-20,Sold Shares,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Valley National Bancorp,1608,VLY,18-Mar-16,18-Feb-20,2020,0,Governance,Amend Company Policy,5-May-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Regional - US,"5,494",Mid-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Hewlett Packard Enterprise Co,33005,HPE,,13-Feb-20,2020,,Governance,Amend Company Policy,3-Apr-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Information Technology Services,"19,945",Large-Cap,Current,,,,,,
Chatham Asset Management,5333,Investment Firm,Hedge Fund,US,Occasional,2003,RR Donnelley & Sons,1313,RRD,1-Jul-19,10-Feb-20,2020,14.99,Governance,Amend Poision Pill/Anti-Takeover Policy,10-Feb-21,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Business Services,782,Small-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Transdigm Group Incorporated,711,TDG,,10-Feb-20,2020,,Environmental,Climate Change & GHG Emissions,24-Mar-20,N/A,,,N/A,Unresolved,US,North America,NYSE,Industrials,Aerospace & Defense,"33,663",Large-Cap,Current,,,,,,
The Capital Corps LLC,9152,Investment Firm,Other Asset Management,US,Occasional,2017,Broadway Financial Corporation,5511,BYFC,9-Jan-20,10-Feb-20,2020,,Governance,Amend Poision Pill/Anti-Takeover Policy,23-Jun-20,Activist Exits Stock,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Financial Services,Savings & Cooperative Banks,178,Micro-Cap,Exited,23-Jun-20,Sold Shares,,,,
The Capital Corps LLC,9152,Investment Firm,Other Asset Management,US,Occasional,2017,Broadway Financial Corporation,5511,BYFC,9-Jan-20,10-Feb-20,2020,,Governance,Disclose Information,23-Jun-20,Activist Exits Stock,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Financial Services,Savings & Cooperative Banks,178,Micro-Cap,Exited,23-Jun-20,Sold Shares,,,,
AREX Capital Management,8783,Investment Firm,Hedge Fund,US,Partial Focus,2017,ZAGG Inc,4164,ZAGG,22-Oct-19,7-Feb-20,2020,,Governance,Disclose Information,14-Dec-20,Activist Exits Stock,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Consumer Cyclical,Specialty Retail,101,Micro-Cap,Exited,14-Dec-20,Sold Shares,,,,
Driver Management Co LLC,7747,Investment Firm,Hedge Fund,US,Primary Focus,,Community Bankers Trust Corporation.,4593,ESXB,13-Jan-20,4-Feb-20,2020,1.5,Governance,Adopt Majority Vote Standard,21-May-20,Activist Withdrew Demands,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Banks - Regional - US,255,Small-Cap,Current,,,,,,
Saba Capital Management,4819,Investment Firm,Hedge Fund,US,Partial Focus,2009,Neuberger Berman High Yield Strategies Fund Inc,28058,NHS,15-Aug-13,3-Feb-20,2020,,Governance,Adopt Majority Vote Standard,19-Oct-20,N/A,,,N/A,Activist Withdrew Demands,US,North America,NYSE MKT,Funds,Funds,237,Micro-Cap,Exited,15-Nov-20,Sold Shares,,,,
Brown Group,9748,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,SPAR Group Inc.,5036,SGRP,,31-Jan-20,2020,,Governance,Amend Company Policy,1-May-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Business Services,25,Nano-Cap,Current,,,,,,
Robert Brown,6529,Concerned Shareholder(s),Former Company Affiliate,US,Concerned Shareholder,,SPAR Group Inc.,5036,SGRP,19-Jul-97,31-Jan-20,2020,29,Governance,Board Independence,1-May-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Business Services,25,Nano-Cap,Current,,,,,,
The Service Employees International Union (SEIU),5231,Rights/ Cause/ ESG,ESG,US,Engagement,,Maximus Inc.,1279,MMS,,27-Jan-20,2020,,Social,Political Activities,17-Mar-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Business Services,"4,776",Mid-Cap,Current,,,,,,
Wayne King,7952,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Barrett Business Services Inc.,2868,BBSI,24-Apr-19,27-Jan-20,2020,,Governance,Amend Company Policy,27-May-20,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Industrials,Staffing & Outsourcing Services,518,Small-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,AmerisourceBergen Corporation (Holding Co),444,ABC,19-Jan-18,24-Jan-20,2020,,Governance,Amend Company Policy,9-Mar-20,AGM Result,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Distribution,"26,560",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,AmerisourceBergen Corporation (Holding Co),444,ABC,23-Jan-15,24-Jan-20,2020,,Governance,Amend Company Policy,9-Mar-20,AGM Result,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Distribution,"26,560",Large-Cap,Current,,,,,,
The National Center for Public Policy Research,7934,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,1982,Starbucks Corporation,111,SBUX,,24-Jan-20,2020,,Social,Human Capital,18-Mar-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Cyclical,Restaurants,"129,486",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,AECOM,1237,ACM,18-Jan-18,23-Jan-20,2020,,Governance,Amend Company Policy,12-Mar-20,AGM Result,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Engineering & Construction,"10,530",Large-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Berry Global Group Inc,15418,BERY,20-Jan-16,22-Jan-20,2020,,Governance,Amend Company Policy,9-Mar-20,AGM Result,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Consumer Cyclical,Packaging & Containers,"9,458",Mid-Cap,Current,,,,,,
Bulldog Investors,1731,Investment Firm,Hedge Fund,US,Primary Focus,1992,Dividend and Income Fund,4507,DNIF,15-Nov-17,21-Jan-20,2020,,Governance,Amend Company Policy,27-Aug-20,N/A,,,N/A,Activist Withdrew Demands,US,North America,OTC Markets,Funds,Funds,175,Micro-Cap,Exited,15-Feb-21,Sold Shares,,,,
California Public Employees' Retirement System (CalPERS),606,Pension Fund,Private,US,Engagement,1932,Alico Inc.,3366,ALCO,15-May-04,21-Jan-20,2020,,Governance,Adopt Majority Vote Standard,28-Feb-20,AGM Result,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Consumer Defensive,Farm Products,265,Small-Cap,Exited,15-May-21,Sold Shares,,,,
Elliott Management,5760,Investment Firm,Hedge Fund,US,Partial Focus,1977,Evergy Inc,47687,EVRG,15-Nov-20,21-Jan-20,2020,4.6,Environmental,Climate Change & GHG Emissions,5-Aug-20,N/A,,,N/A,Activist's Objectives Partially Successful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"15,198",Large-Cap,Current,,,,,,
Lawndale Capital Management,1981,Investment Firm,Hedge Fund,US,Primary Focus,1993,P & F Industries Inc.,5201,PFIN,3-Feb-10,21-Jan-20,2020,9.7,Governance,Amend Company Policy,21-Jan-21,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Tools & Accessories,19,Nano-Cap,Current,,,,,,
Lawndale Capital Management,1981,Investment Firm,Hedge Fund,US,Primary Focus,1993,P & F Industries Inc.,5201,PFIN,3-Feb-10,21-Jan-20,2020,9.7,Governance,Eliminate Staggered Board,21-Jan-21,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Industrials,Tools & Accessories,19,Nano-Cap,Current,,,,,,
Richard Bernstein (Ribs Capital),8780,Individual Professional Investor,,UK,Occasional,,CSS Industries Inc.,3687,CSS,21-Oct-19,21-Jan-20,2020,,Governance,Disclose Information,3-Mar-20,Activist Exits Stock,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Consumer Cyclical,Specialty Retail,83,Micro-Cap,Exited,4-Mar-20,Purchased by Listed Company,9.4,,USD,IG Design Group
Congregation of Sisters of St. Agnes,6328,Rights/ Cause/ ESG,Religious,US,Engagement,1858,Walt Disney Company,45,DIS,,17-Jan-20,2020,,Social,Political Activities,11-Mar-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Media - Diversified,"274,557",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Sanderson Farms Inc.,1791,SAFM,,10-Jan-20,2020,,Environmental,Waste & Pollution,13-Feb-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Packaged Foods,"4,195",Mid-Cap,Current,,,,,,
"Oxfam America, Inc.",7932,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Sanderson Farms Inc.,1791,SAFM,,10-Jan-20,2020,,Social,Human Rights,13-Feb-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Packaged Foods,"4,195",Mid-Cap,Current,,,,,,
Russell Family Foundation,10547,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Sanderson Farms Inc.,1791,SAFM,,10-Jan-20,2020,,Environmental,Waste & Pollution,13-Feb-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Packaged Foods,"4,195",Mid-Cap,Current,,,,,,
The Gun Denhart Living Trust,6363,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Sanderson Farms Inc.,1791,SAFM,,10-Jan-20,2020,,Environmental,Waste & Pollution,13-Feb-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Packaged Foods,"4,195",Mid-Cap,Current,,,,,,
The National Center for Public Policy Research,7934,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,1982,Deere & Company,209,DE,,10-Jan-20,2020,,Governance,Amend Company Policy,26-Feb-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Farm & Construction Equipment,"107,534",Large-Cap,Current,,,,,,
James McRitchie,5472,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Apple Inc.,1,AAPL,9-Jan-12,3-Jan-20,2020,,Governance,Amend Company Policy,26-Feb-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Consumer Electronics,"2,838,143",Large-Cap,Current,,,,,,
Viex Capital (formerly Vertex Capital Advisors),6324,Investment Firm,Hedge Fund,US,Primary Focus,2014,Red Robin Gourmet Burgers Inc.,2223,RRGB,15-Aug-19,30-Dec-19,2019,,Governance,Amend Poision Pill/Anti-Takeover Policy,31-Mar-20,N/A,,,N/A,Activist Withdrew Demands,US,North America,NASDAQ,Consumer Cyclical,Restaurants,259,Small-Cap,Exited,31-Mar-20,Sold Shares,,,,
Bulldog Investors,1731,Investment Firm,Hedge Fund,US,Primary Focus,1992,BrandywineGLOBAL-Global Income Opportunities Fund Inc,27694,BWG,15-May-18,23-Dec-19,2019,,Governance,Amend Company Policy,20-Mar-20,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Funds,Funds,244,Micro-Cap,Exited,15-Feb-21,Sold Shares,,,,
Bulldog Investors,1731,Investment Firm,Hedge Fund,US,Primary Focus,1992,Western Asset Corporate Loan Fund Inc,4255,TLI,15-May-19,23-Dec-19,2019,,Governance,Amend Company Policy,20-Mar-20,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Funds,Funds,95,Micro-Cap,Exited,20-Nov-20,Company Liquidated,,,,
"Green Century Capital Management, Inc.",228,Fund Manager,,US,Engagement,1991,Tyson Foods Inc.,549,TSN,,20-Dec-19,2019,,Environmental,Deforestation,6-Feb-20,N/A,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Consumer Defensive,Farm Products,"31,105",Large-Cap,Current,,,,,,
Mary Beth Gallagher (Investor Advocates for Social Justice),10780,Rights/ Cause/ ESG,ESG,US,Engagement,,Tyson Foods Inc.,549,TSN,,20-Dec-19,2019,,Social,Human Rights,6-Feb-20,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Farm Products,"31,105",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,"Becton, Dickinson and Company",322,BDX,22-Dec-10,16-Dec-19,2019,,Governance,Amend Company Policy,28-Jan-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Instruments & Supplies,"71,526",Large-Cap,Current,,,,,,
GAMCO Investors,209,Investment Firm,Hedge Fund,US,Partial Focus,1976,Bel Fuse Inc,4043,BELFA,25-Jun-07,12-Dec-19,2019,1.55,Governance,Amend Company Policy,12-Jun-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Electronic Components,178,Micro-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Nuance Communications Inc.,807,NUAN,16-Dec-16,12-Dec-19,2019,,Governance,Board Independence,22-Jan-20,AGM Result,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Technology,Software - Application,"17,634",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Walgreens Boots Alliance Inc,30733,WBA,17-Apr-15,10-Dec-19,2019,,Governance,Amend Company Policy,30-Jan-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Pharmaceutical Retailers,"43,246",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Walgreens Boots Alliance Inc,30733,WBA,,10-Dec-19,2019,,Governance,Board Independence,30-Jan-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Pharmaceutical Retailers,"43,246",Large-Cap,Current,,,,,,
The National Center for Public Policy Research,7934,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,1982,Costco Wholesale Corporation,131,COST,10-Dec-21,10-Dec-19,2019,,Governance,Amend Company Policy,22-Jan-20,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Discount Stores,"241,862",Large-Cap,Current,,,,,,
Charles Frischer,5752,Individual Professional Investor,,US,Occasional,,Regional Health Properties,4781,RHE,26-Jan-18,5-Dec-19,2019,14.16,Governance,Disclose Information,5-Dec-20,No Public Response,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE MKT,Healthcare,Long-Term Care Facilities,9,Nano-Cap,Current,,,,,,
Atlas Holdings,8700,Investment Firm,Private Equity/ Venture Capital,US,Occasional,2002,Verso Corp,4929,VRS,20-Sep-19,3-Dec-19,2019,9.19,Governance,Disclose Information,3-Feb-20,Compromise/Came to an Agreement,,,N/A,Compromise / Settlement,US,North America,NYSE,Basic Materials,Paper & Paper Products,779,Small-Cap,Current,,,,,,
Blue Wolf Capital Partners,8696,Investment Firm,Private Equity/ Venture Capital,US,Occasional,2005,Verso Corp,4929,VRS,20-Sep-19,3-Dec-19,2019,2.48,Governance,Disclose Information,31-Jan-20,Compromise/Came to an Agreement,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Basic Materials,Paper & Paper Products,779,Small-Cap,Current,,,,,,
